10	2.91572e-05	1.02902089269363e-05	1.13666e-05	8.02461214014216e-08
50	0.0016936676	3.43778051806753e-05	0.0012702546	1.69413648635752e-05
100	0.013107929	0.00018151205410765	0.0105586004	0.000219552057916669
200	0.1045578366	0.00147468153569652	0.0839068202	0.00109939233525052
500	1.6077734138	0.02396687272075	1.3081805286	0.0312564032373085
1000	12.5443794244	0.0693917197132614	10.5690197752	0.130939328157714
2000	99.3821390704	0.0394481034944263	87.660664329	1.97788594726924
3000	335.7471478942	0.543046599341439	322.414912631	1.5024720250203
4000	877.6450841308	131.091153869352	979.828143826	94.4492915436862
10	0.0002831722	0.000555231940769045	3.5784e-06	5.48620087127967e-08
50	0.0002936768	1.6929968722948e-05	0.0004543698	4.82536537061823e-06
100	0.002143592	3.94443556114062e-05	0.0035999462	5.76823874658703e-05
200	0.0156654858	0.000201248678739049	0.0274042188	0.000653084637235692
500	0.2418531094	0.00430178243156418	0.4273790314	0.00272697495350067
1000	1.9259280962	0.0284277890983033	3.6329715338	0.0672921852836866
2000	15.3506484852	0.127326203670859	38.451029065	1.63143259360069
3000	51.576074676	0.0911981585392081	157.6602960682	0.316755586916158
4000	122.0473896534	0.0491160839729837	449.9282914936	0.334513163376098
